langId,categoryId,word,meaning,ruby,pos
1,3,啊,感嘆詞（文末、感嘆の語気）,a,感
1,1,爱,愛する、（行い、状態を）好む,ài,動
1,3,矮,低い（背丈が）,ǎi,形
1,3,爱好,趣味、好み,àihào,名
1,3,安静,静かである,ānjìng,形
1,3,阿姨,おばさん、母の姉妹,āyí,名
1,2,吧,感嘆詞（語気をやわらげる）,ba,感
1,3,把,…把（取っ手、柄のあるものを数える）,bǎ,量
1,1,八,八,bā,数
1,1,爸爸,お父さん,bàba,名
1,2,白,白い,bái,形
1,2,百,百,bǎi,数
1,3,半,半分、２分の１,bàn,数
1,3,班,クラス,bān,名
1,3,搬,運ぶ、引っ越しする,bān,動
1,3,办法,方法、やりかた,bànfǎ,名
1,3,帮忙,手伝う,bāngmáng,動
1,3,办公室,事務室,bàngōngshì,名
1,2,帮助,助ける、援助する,bāngzhù,動
1,3,饱,満腹である,bǎo,形
1,3,包,…包み（包んだ物を数える）,bāo,量
1,2,报纸,新聞,bàozhǐ,名
1,3,背,暗記する,bèi,動
1,3,北方,北方,běifāng,名
1,1,北京,北京,Běijīng,名固
1,1,杯子,コップ、さかずき,bēizi,名
1,1,本,…冊（書籍・ノートを数える）,běn,量
1,2,比,…と比べて,bǐ,介
1,3,变化,変化する,biànhuà,動
1,3,表示,表示する、示す、表す,biǎoshì,動
1,3,表演,演じる,biǎoyǎn,動
1,2,别,…してはいけない,bié,副
1,3,比较,比較する,bǐjiào,動
1,3,宾馆,ホテル,bīnguǎn,名
1,3,冰箱,冷蔵庫,bīngxiāng,名
1,3,比赛,試合する,bǐsài,動
1,3,必须,…しなくてはならない,bìxū,能
1,3,鼻子,鼻,bízi,名
1,1,不,いいえ、…しない、…ではない,bù,副
1,1,不客气,どういたしまして,búkèqi,他
1,3,才,いま…したばかり、やっと,cái,副
1,1,菜,料理、おかず,cài,名
1,3,菜单,メニュー、お品書き,càidān,名
1,3,参加,参加する,cānjiā,動
1,3,草,草,cǎo,名
1,3,层,…枚（重なった物を数える）,céng,量
1,1,茶,お茶,chá,名
1,3,差,欠ける、異なる,chà,形
1,2,长,長い、長さ、長所,cháng,形
1,2,唱歌,歌をうたう,chànggē,動
1,3,超市,スーパーマーケット,chāoshì,名
1,3,成绩,成績,chéngjì,名
1,3,城市,都会、都市,chéngshì,名
1,3,衬衫,ブラウス、シャツ,chènshān,名
1,1,吃,食べる,chī,動
1,3,迟到,遅刻する,chídào,動
1,2,出,出る、出す,chū,動
1,2,船,船,chuán,名
1,2,穿,（衣服を）着る、通り抜ける,chuān,動
1,3,厨房,台所,chúfáng,名
1,3,除了,…以外は、…を除いて,chúle,介
1,3,春,春,chūn,名
1,3,出现,出現する,chūxiàn,動
1,1,出租车,タクシー,chūzūchē,名
1,2,次,…回,cì,量
1,3,词语,字句、語句,cíyǔ,名
1,3,聪明,聡明である、賢い,cōngming,形
1,2,错,誤っている,cuò,形
1,1,大,大きい、年長である,dà,形
1,1,打电话,電話をかける,dǎdiànhuà,動
1,3,带,帯びる、身につける、連れる,dài,動
1,2,大家,みんな,dàjiā,代
1,2,打篮球,バスケットボールをする,dǎlánqiú,動
1,3,蛋糕,ケーキ、カステラ,dàngāo,名
1,3,当然,当然である,dāngrán,副
1,2,但是,しかし、ただし,dànshì,接
1,3,担心,心配する,dānxīn,動
1,2,到,至る、着く,dào,動
1,3,打扫,掃除をする,dǎsǎo,動
1,3,打算,…するつもりだ,dǎsuàn,動
1,1,的,助詞（連体修飾・所有）,de,助
1,2,得,用言につけて結果補語を導く。…できる、…してよい,de,助
1,3,地,土地、地面,de,名
1,2,等,待つ,děng,動
1,3,灯,明かり,dēng,名
1,3,低,低い,dī,形
1,1,点,…時,diǎn,量
1,1,电脑,パソコン,diànnǎo,名
1,1,电视,テレビ,diànshì,名
1,3,电梯,エレベーター,diàntī,名
1,1,电影,映画,diànyǐng,名
1,3,电子邮件,電子メール,diànzǐyóujiàn,名
1,2,弟弟,弟,dìdi,名
1,3,地方,場所、ところ、部分,dìfang,名
1,3,地铁,地下鉄,dìtiě,名
1,3,地图,地図,dìtú,名
1,2,第一,第一の,dìyī,数
1,2,懂,わかる、理解している,dǒng,動
1,3,冬,冬,dōng,名
1,3,东,東,dōng,名
1,3,动物,動物,dòngwù,名
1,1,东西,品物,dōngxi,名
1,1,都,みな、すべて,dōu,副
1,1,读,音読する、（学校で）勉強する,dú,動
1,3,段,…区切り（一定の距離や時間の長さを数える）,duàn,量
1,3,短,短い,duǎn,形
1,3,锻炼,鍛える,duànliàn,動
1,2,对,…対（対になった物を数える）,duì,量
1,2,对,…に対して、…に向かって,duì,介
1,1,对不起,すみません,duìbuqǐ,他
1,1,多,多い,duō,形
1,3,多么,なんと…、どんなに（…でも）,duōme,副
1,1,多少,いくら（数量を問う）、いくらか（不定の数量）,duōshǎo,代
1,3,饿,おなかがすいている,è,形
1,1,二,二（単独で）,èr,数
1,3,耳朵,耳,ěrduo,名
1,3,而且,そのうえ,érqiě,接
1,1,儿子,息子,érzi,名
1,3,放,置く、放す,fàng,動
1,3,方便,便利である,fāngbiàn,形
1,2,房间,部屋,fángjiān,名
1,1,饭馆,レストラン,fànguǎn,名
1,3,放心,安心する,fàngxīn,動
1,3,发烧,熱が出る,fāshāo,動
1,3,发现,発見する,fāxiàn,動
1,2,非常,非常に、とても、たいへん,fēicháng,副
1,1,飞机,飛行機,fēijī,名
1,3,分,…分,fēn,量
1,1,分钟,…分間,fēnzhōng,名
1,3,附近,近所、付近,fùjìn,名
1,2,服务员,従業員（ホテルやレストランの）,fúwùyuán,名
1,3,复习,復習（する）,fùxí,動
1,3,敢,思い切って…する,gǎn,能
1,3,刚才,つい先ほど、たったいま,gāngcái,名
1,3,干净,きれいである,gānjìng,形
1,3,感冒,風邪をひく,gǎnmào,動
1,2,高,高い（高さが）,gāo,形
1,2,告诉,伝える、話す、教える,gàosu,動
1,1,高兴,うれしい,gāoxìng,形
1,1,个,…個（広く色々な名詞に用いる）,gè,量
1,2,哥哥,お兄さん、兄,gēge,名
1,2,给,あげる,gěi,動
1,3,跟,…といっしょに、…で,gēn,介
1,3,根据,…によると,gēnjù,介
1,2,公共汽车,バス,gōnggòngqìchē,名
1,2,公斤,…キログラム,gōngjīn,量
1,2,公司,会社,gōngsī,名
1,3,公园,公園,gōngyuán,名
1,1,工作,仕事をする,gōngzuò,動
1,1,狗,犬,gǒu,名
1,3,刮风,風が吹く,guā fēng,動
1,3,关,閉める,guān,動
1,3,关系,関係,guānxì,名
1,3,关心,関心をもつ,guānxīn,動
1,3,关于,…に関する,guānyú,介
1,2,贵,高い（値段が）,guì,形
1,2,过,通過する、過ごす,guò,動
1,3,国家,国家,guójiā,名
1,3,过去,過去,guòqu,名
1,3,果汁,果汁、フルーツジュース,guǒzhī,名
1,2,还,まだ、やはり、なお,hái,副
1,3,害怕,恐れる,hàipà,動
1,3,还是,依然として、（比較して）やはり、それとも,háishì,副
1,2,孩子,子供,háizi,名
1,1,汉语,中国語,Hànyǔ,名
1,2,号,…日（日付）,hào,名
1,1,好,よい、申し分ない,hǎo,形
1,2,好吃,おいしい,hǎochī,形
1,1,和,…と,hé,介
1,3,河,川,hé,名
1,1,喝,飲む,hē,動
1,2,黑,黒い,hēi,形
1,3,黑板,黒板,hēibǎn,名
1,1,很,たいへん、とても,hěn,副
1,2,红,赤い,hóng,形
1,3,画,描く（絵や図を）,huà,動
1,3,花,花,huā,名
1,3,坏,悪い,huài,形
1,3,换,交換する,huàn,動
1,3,黄,黄色い,huáng,形
1,3,环境,環境,huánjìng,名
1,2,欢迎,歓迎する,huānyíng,動
1,3,花园,庭、花園,huāyuán,名
1,1,回,…回,huí,量
1,1,会,会合、集まり,huì,名
1,2,回答,回答する、答える,huídá,動
1,3,会议,会議,huìyì,名
1,1,火车站,鉄道の駅,huǒchēzhàn,名
1,3,或者,あるいは,huòzhě,接
1,3,护照,パスポート,hùzhào,名
1,3,极,きわめて；極み、頂点,jí,副
1,3,几,いくつ（数を尋ねる）、いくつかの（不定の数）,jǐ,代
1,1,家,家、家庭,jiā,名
1,2,件,…枚、…件（服、事柄を数える）,jiàn,量
1,3,检查,検査する、点検する,jiǎnchá,動
1,3,简单,簡単である,jiǎndān,形
1,3,讲,話す、言う、説明する,jiǎng,動
1,3,健康,健康,jiànkāng,名
1,3,见面,会う,jiànmiàn,動
1,1,叫,叫ぶ、…と呼ぶ,jiào,動
1,3,脚,足（くるぶし…爪先）,jiǎo,名
1,3,角,通貨の単位、角,jiǎo,量
1,3,教,教える,jiāo,動
1,2,教室,教室,jiàoshì,名
1,2,机场,空港,jīchǎng,名
1,2,鸡蛋,鶏卵,jīdàn,名
1,3,记得,覚えている,jìde,動
1,3,借,借りる、貸す,jiè,動
1,3,接,つなぐ、（手紙や電話を）受け取る、迎える,jiē,動
1,3,街道,大通り、街路,jiēdào,名
1,3,结婚,結婚する,jiéhūn,動
1,2,姐姐,お姉さん、姉,jiějie,名
1,3,解决,解決する,jiějué,動
1,3,节目,番組、プログラム,jiémù,名
1,3,节日,記念日、祝日,jiérì,名
1,2,介绍,紹介する、説明する,jièshào,動
1,3,结束,終わる、けりがつく,jiéshù,動
1,3,几乎,ほとんど,jīhū,副
1,3,机会,機会,jīhuì,名
1,3,季节,季節、シーズン,jìjié,名
1,2,进,（ある場所に）入る、前へ進む,jìn,動
1,3,近,近い,jìn,形
1,3,经常,常に、いつも,jīngcháng,副
1,3,经过,（ある場所を）通過する、経験する,jīngguò,動
1,3,经理,社長、経営者；経営する、管理する,jīnglǐ,名
1,1,今天,今日,jīntiān,名
1,2,就,すぐ、じきに,jiù,副
1,3,旧,古い,jiù,形
1,1,九,九,jiǔ,数
1,3,久,久しい,jiǔ,形
1,2,觉得,感じる、思う,juéde,動
1,3,决定,決定する,juédìng,動
1,3,举行,挙行する、行う,jǔxíng,動
1,3,句子,文,jùzi,名
1,2,咖啡,コーヒー,kāfēi,名
1,1,开,開く,kāi,動
1,2,开始,開始する,kāishǐ,動
1,3,看,見る、読む、訪問する、診察する、…と思う,kàn,動
1,1,看见,見える、目に入る,kànjiàn,動
1,2,考试,試験をする,kǎoshì,動
1,2,课,授業,kè,名
1,3,刻,…刻（15分）,kè,量
1,3,渴,のどが渇いている,kě,形
1,3,可爱,可愛い,kěài,形
1,2,可能,おそらく、…かもしれない,kěnéng,能
1,3,客人,客、乗客,kèrén,名
1,2,可以,…できる（客観的な条件で許されている）,kěyǐ,能
1,3,空调,空調、エアコン,kōngtiáo,名
1,3,口,口,kǒu,名
1,3,哭,泣く,kū,動
1,1,块,通貨の単位、元（口語）,kuài,量
1,2,快,速い（速度が）,kuài,形
1,2,快乐,楽しい,kuàilè,形
1,3,筷子,箸,kuàizi,名
1,3,裤子,ズボン,kùzi,名
1,1,来,来る,lái,動
1,3,蓝,青い,lán,形
1,3,老,年を取っている、古い,lǎo,形
1,1,老师,先生（師事する）,lǎoshī,名
1,1,了,助詞（動作の完了・実現）,le,助
1,1,冷,寒い、冷たい,lěng,形
1,2,离,…から（二点間の隔たり）,lí,介
1,1,里,中、内部、範囲を表す,lǐ,名
1,3,脸,顔,liǎn,名
1,3,辆,…両（車両を数える）,liàng,量
1,2,两,二（量詞・位数詞の前で）,liǎng,数
1,3,练习,練習する,liànxí,動
1,3,了解,理解する、調べる,liǎojiě,動
1,3,离开,離れる、別れる,líkāi,動
1,1,零,ゼロ、数の空位,líng,数
1,3,邻居,隣近所の人,línjū,名
1,3,历史,歴史,lìshǐ,名
1,1,六,六,liù,数
1,3,礼物,贈り物,lǐwù,名
1,3,楼,建物,lóu,名
1,2,路,道路,lù,名
1,3,绿,緑色の,lǜ,形
1,2,旅游,観光旅行（をする）,lǚyóu,動
1,1,吗,感嘆詞（文末、疑問の語気）,ma,感
1,3,马,馬,mǎ,名
1,2,卖,売る,mài,動
1,1,买,買う,mǎi,動
1,1,妈妈,お母さん,māma,名
1,2,慢,遅い（動作が）,màn,形
1,2,忙,忙しい、急いでいる,máng,形
1,3,满意,満足している（気分的に）,mǎnyì,形
1,1,猫,猫,māo,名
1,3,帽子,帽子,màozi,名
1,2,马上,すぐさま、ただちに,mǎshàng,副
1,1,没,…しなかった、まだ…していない、まだ…でない,méi,副
1,2,每,ひとつひとつ、…ごとに,měi,代
1,1,没关系,かまいません、問題ないです,méiguānxi,他
1,2,妹妹,妹,mèimei,名
1,2,门,門,mén,名
1,3,米,…メートル,mǐ,量
1,3,面包,パン,miànbāo,名
1,3,面条,麺類,miàntiáo,名
1,1,米饭,ごはん（米の）,mǐfàn,名
1,3,明白,明白な；わかる,míngbai,形
1,1,明天,明日,míngtiān,名
1,1,名字,名前,míngzi,名
1,3,拿,手に取る,ná,動
1,1,那,あの、その、あれ、それ,nà,代
1,1,哪,どの、どれか,nǎ,代
1,3,奶奶,祖母（父方の）,nǎinai,名
1,3,南,南,nán,名
1,3,难,難しい、…しにくい,nán,形
1,3,难过,悲しい,nánguò,形
1,2,男人,男性、夫,nánrén,名
1,1,那儿,あそこ、そこ,nàr,代
1,1,哪儿,どこ、どこの,nǎr,代
1,1,呢,感嘆詞（文末、疑問・確認）,ne,感
1,1,能,…できる（能力がある）、…が起こりうる、…してもよい,néng,能
1,1,你,あなた,nǐ,代
1,1,年,年,nián,名
1,3,年级,学年,niánjí,名
1,3,年轻,若い,niánqīng,形
1,3,鸟,鳥,niǎo,名
1,2,您,あなた（敬称）,nín,代
1,2,牛奶,牛乳,niúnǎi,名
1,1,女儿,娘、女の子,nǚér,名
1,3,努力,努力している、一生懸命である,nǔlì,形
1,2,女人,女性、妻,nǚrén,名
1,3,胖,太っている,pàng,形
1,2,旁边,かたわら、そば,pángbiān,名
1,3,盘子,大きな皿,pánzi,名
1,2,跑步,ジョギングをする,pǎobù,動
1,3,爬山,登山（する）,páshān,動
1,1,朋友,友人,péngyou,名
1,2,便宜,安い（値段が）,piányi,形
1,2,票,切符,piào,名
1,1,漂亮,きれいである（見た目が）、見事である,piàoliang,形
1,3,啤酒,ビール,píjiǔ,名
1,1,苹果,りんご,píngguǒ,名
1,3,葡萄,葡萄,pútao,名
1,3,普通话,標準語（中国の）,pǔtōnghuà,名
1,3,骑,乗る（またがって）,qí,動
1,1,七,七,qī,数
1,1,钱,お金,qián,名
1,2,千,千,qiān,数
1,3,铅笔,鉛筆,qiānbǐ,名
1,1,前面,前、前方,qiánmiàn,名
1,2,起床,起床する,qǐchuáng,動
1,3,奇怪,おかしい、奇怪である,qíguài,形
1,2,晴,晴れている,qíng,形
1,1,请,お願いする、招待する,qǐng,動
1,3,清楚,はっきりしている,qīngchu,形
1,3,其实,実際は,qíshí,副
1,3,其他,その他（の）,qítā,代
1,3,秋,秋,qiū,名
1,2,妻子,妻、妻子,qīzi,名
1,1,去,行く,qù,動
1,2,去年,去年、昨年,qùnián,名
1,3,裙子,スカート,qúnzi,名
1,2,让,譲る、…させる、…される,ràng,動
1,3,然后,それから、その後、そして,ránhòu,副
1,1,热,熱い、暑い,rè,形
1,1,人,人,rén,名
1,1,认识,見知っている,rènshi,動
1,3,认为,…と認める、思う、考える,rènwéi,動
1,3,认真,まじめである、真剣である,rènzhēn,形
1,3,热情,心がこもっている、親切な；熱情、意欲,rèqíng,形
1,1,日,太陽、日,rì,名
1,3,容易,容易である,róngyì,形
1,3,如果,もしも…ならば,rúguǒ,接
1,3,伞,傘,sǎn,名
1,1,三,三,sān,数
1,2,上班,出勤する,shàngbān,動
1,1,商店,商店,shāngdiàn,名
1,3,上网,インターネットに接続する,shàngwǎng,動
1,1,上午,午前,shàngwǔ,名
1,1,少,少ない,shǎo,形
1,1,谁,誰（の）、誰か,shéi,代
1,2,生病,病気になる,shēngbìng,動
1,3,生气,怒る,shēngqì,動
1,2,生日,誕生日,shēngrì,名
1,3,声音,声、音,shēngyīn,名
1,1,什么,何、どんな,shénme,代
1,2,身体,身体,shēntǐ,名
1,1,十,十,shí,数
1,1,是,…だ、…である,shì,動
1,3,使,使う、派遣する、…に…をさせる,shǐ,動
1,1,时候,時刻、時,shíhou,名
1,2,时间,時間、時刻,shíjiān,名
1,3,世界,世界,shìjiè,名
1,3,瘦,やせている,shòu,形
1,2,手表,腕時計,shǒubiǎo,名
1,2,手机,携帯電話,shǒujī,名
1,3,树,樹木、木,shù,名
1,1,书,本、書籍,shū,名
1,3,双,…双（ペアを数える）,shuāng,量
1,3,刷牙,歯を磨く,shuāyá,動
1,3,舒服,心地よい、気持ちよい,shūfu,形
1,1,水,水,shuǐ,名
1,2,水果,果物,shuǐguǒ,名
1,1,睡觉,眠る,shuìjiào,動
1,3,水平,水準、レベル,shuǐpíng,名
1,1,说话,話す,shuōhuà,動
1,3,叔叔,おじさん、父親の弟,shūshu,名
1,3,数学,数学,shùxué,名
1,1,四,四,sì,数
1,3,司机,運転手,sījī,名
1,2,送,送り届ける、贈る、（人を）見送る,sòng,動
1,1,岁,…歳,suì,量
1,3,虽然,…ではある（けれども…）,suīrán,接
1,2,所以,だから、ゆえに,suǒyǐ,接
1,1,他,彼,tā,代
1,1,她,彼女,tā,代
1,2,它,それ、あれ,tā,代
1,1,太,あまりに…すぎる、きわめて,tài,副
1,3,太阳,太陽,tàiyáng,名
1,3,糖,砂糖、あめ,táng,名
1,3,特别,特別である,tèbié,形
1,3,疼,痛む,téng,形
1,2,题,題,tí,名
1,3,甜,甘い、うまい,tián,形
1,1,天气,天気,tiānqì,名
1,3,条,…本（細長く、曲がることのある物を数える）,tiáo,量
1,2,跳舞,ダンスをする,tiàowǔ,動
1,3,提高,高くする,tígāo,動
1,1,听,聞く,tīng,動
1,3,体育,体育,tǐyù,名
1,2,踢足球,サッカーをする,tīzúqiú,動
1,3,同事,同僚,tóngshì,名
1,1,同学,学友,tóngxué,名
1,3,同意,同意する,tóngyì,動
1,3,头发,髪の毛,tóufa,名
1,3,腿,足（つけ根…くるぶし）,tuǐ,名
1,3,突然,突然である,tūrán,形
1,3,图书馆,図書館,túshūguǎn,名
1,2,外,外,wài,名
1,2,玩,遊ぶ、もてあそぶ,wán,動
1,2,完,仕上げる、尽きる,wán,動
1,3,万,万,wàn,数
1,3,碗,椀、茶碗,wǎn,名
1,3,完成,完成する,wánchéng,動
1,3,忘记,忘れる、うっかりする,wàngjì,動
1,2,晚上,晩、夜,wǎnshang,名
1,1,喂,感嘆詞（呼びかけ、もしもし）,wèi,感
1,3,位,…人（人を数える）,wèi,量
1,3,为,…のために,wèi,介
1,3,为了,…のために,wèile,介
1,2,为什么,なぜ、どうして,wèishénme,代
1,2,问,質問する、尋ねる,wèn,動
1,3,文化,文化,wénhuà,名
1,2,问题,問題,wèntí,名
1,1,我,私,wǒ,代
1,1,我们,私たち（聞き手を含めず）,wǒmen,代
1,1,五,五,wǔ,数
1,2,洗,洗う,xǐ,動
1,3,西,西,xī,名
1,1,下,下,xià,名
1,3,夏,夏,xià,名
1,3,先,先に、まず,xiān,副
1,3,向,…の方へ、…に対して,xiàng,介
1,1,想,（…と）思う、考える、懐かしむ,xiǎng,動
1,3,香蕉,バナナ,xiāngjiāo,名
1,3,相同,同じである,xiāngtóng,形
1,3,相信,信じる,xiāngxìn,動
1,1,先生,男性に対する敬称（…さん）,xiānsheng,名
1,1,现在,現在、今,xiànzài,名
1,2,笑,笑う,xiào,動
1,1,小,小さい、年少である,xiǎo,形
1,1,小姐,未婚女性への呼びかけ、敬称（英語のMiss…）,xiǎojie,名
1,2,小时,時間,xiǎoshí,名
1,3,小心,注意する、気をつける,xiǎoxīn,動
1,3,校长,校長、学長,xiàozhǎng,名
1,1,下午,午後,xiàwǔ,名
1,1,下雨,雨が降る,xiàyǔ,動
1,3,鞋,靴,xié,名
1,1,写,書く,xiě,動
1,1,些,いくらかの（不定の量）,xiē,量
1,1,谢谢,ありがとう,xièxie,他
1,2,西瓜,すいか,xīguā,名
1,3,习惯,習慣,xíguàn,名
1,1,喜欢,喜ぶ、好む,xǐhuan,動
1,3,信,手紙,xìn,名
1,2,新,新しい,xīn,形
1,2,姓,（…という）姓である,xìng,動
1,3,行李箱,トランク（車の）,xínglixiāng,名
1,1,星期,週間、曜日,xīngqī,名
1,3,兴趣,興味、趣味,xìngqu,名
1,3,新闻,ニュース,xīnwén,名
1,3,新鲜,新鮮である,xīnxiān,形
1,3,熊猫,パンダ,xióngmāo,名
1,3,洗手间,お手洗い、トイレ,xǐshǒujiān,名
1,2,休息,休憩する,xiūxi,動
1,2,希望,希望する,xīwàng,動
1,3,洗澡,入浴する,xǐzǎo,動
1,3,选择,選択（する）,xuǎnzé,動
1,2,雪,雪,xuě,名
1,1,学生,学生,xuésheng,名
1,1,学习,学習する,xuéxí,動
1,1,学校,学校,xuéxiào,名
1,3,需要,必要とする,xūyào,動
1,2,羊肉,羊肉,yángròu,名
1,2,眼睛,目,yǎnjing,名
1,3,眼镜,めがね,yǎnjìng,名
1,2,颜色,色,yánsè,名
1,2,药,薬,yào,名
1,2,要,…するつもりである、…する必要がある,yào,能
1,3,要求,要求する,yāoqiú,動
1,2,也,…もまた、たとえ…でも、…でさえも,yě,副
1,3,爷爷,祖父（父方の）,yéye,名
1,1,一,一,yī,数
1,3,一般,同じである、普通である,yìbān,形
1,3,一边,一方、片方,yìbiān,接
1,3,一定,必ず、きっと,yídìng,副
1,1,衣服,服,yīfu,名
1,3,一共,全部で、合わせて,yígòng,副
1,3,以后,その後、今後,yǐhòu,名
1,3,一会儿,少しの間,yíhuìr,副
1,2,已经,すでに,yǐjīng,副
1,2,阴,曇っている,yīn,形
1,3,应该,当然…すべきである,yīnggāi,能
1,3,影响,影響を与える,yǐngxiǎng,動
1,3,银行,銀行,yínháng,名
1,2,因为,…なので,yīnwèi,接
1,3,音乐,音楽,yīnyuè,名
1,2,一起,いっしょに,yìqǐ,副
1,3,以前,以前、昔,yǐqián,名
1,1,医生,医師（文語）,yīshēng,名
1,2,意思,意味,yìsi,名
1,3,以为,…と考える、思う,yǐwéi,動
1,3,一样,同じである、似ている,yíyàng,形
1,1,医院,病院,yīyuàn,名
1,3,一直,ずっと；まっすぐ,yīzhí,副
1,1,椅子,椅子,yǐzi,名
1,3,用,使う、用いる,yòng,動
1,3,又,また（…した）,yòu,副
1,1,有,いる、ある、待つ,yǒu,動
1,2,右边,右（の方）,yòubian,名
1,3,有名,有名である,yǒumíng,形
1,3,游戏,遊び,yóuxì,名
1,2,游泳,水泳する,yóuyǒng,動
1,2,鱼,魚,yú,名
1,2,圆,丸い,yuán,形
1,2,远,遠い,yuǎn,形
1,3,愿意,…したいと思う,yuànyì,能
1,3,遇到,出会う、当面する,yùdào,動
1,1,月,…月（日付）,yuè,名
1,3,越,…であればあるほど；越える,yuè,副
1,3,月亮,月（天体の）,yuèliang,名
1,3,云,雲,yún,名
1,2,运动,運動する,yùndòng,動
1,1,在,存在する、（…に）ある,zài,動
1,2,再,再び、さらに、もっと,zài,副
1,1,再见,さようなら,zàijiàn,他
1,2,早上,朝,zǎoshang,名
1,1,怎么,どう、なぜ,zěnme,代
1,1,怎么样,どんな（性質）、どう（方法）、どうですか？（状況、意向）,zěnmeyàng,代
1,3,站,立つ、止まる,zhàn,動
1,3,长,成長する、年長の、（組織の）長,zhǎng,動
1,2,张,…張り（薄くて平らな面をもつものを数える）,zhāng,量
1,2,丈夫,夫、主人,zhàngfu,名
1,2,找,さがす,zhǎo,動
1,3,照顾,世話をする、気を配る,zhàogu,動
1,3,着急,焦る、いらいらする,zháojí,動
1,3,照片,写真,zhàopiàn,名
1,3,照相机,カメラ,zhàoxiàngjī,名
1,2,着,助詞（動作の持続・進行）,zhe,助
1,1,这,この、これ,zhè,代
1,2,真,じつに、確かに,zhēn,副
1,2,正在,ちょうど…している,zhèngzài,副
1,1,这儿,ここ,zhèr,代
1,3,只,ただ…だけ,zhǐ,副
1,3,种,種、種子,zhǒng,名
1,1,中国,中国,Zhōngguó,名固
1,3,中间,中間、あいだ,zhōngjiān,名
1,1,中午,正午、昼,zhōngwǔ,名
1,3,重要,重要である,zhòngyào,形
1,3,终于,ついに,zhōngyú,副
1,3,周末,週末、ウィークエンド,zhōumò,名
1,1,住,住む、止む、止まる,zhù,動
1,3,祝,祈る、願う,zhù,動
1,2,准备,準備する、…するつもりだ,zhǔnbèi,動
1,1,桌子,机、テーブル,zhuōzi,名
1,3,主要,主要な,zhǔyào,形
1,3,注意,注意する,zhùyì,動
1,1,字,字,zì,名
1,3,字典,字典、辞書,zìdiǎn,名
1,3,自己,自分,zìjǐ,代
1,2,自行车,自転車,zìxíngchē,名
1,3,总是,いつも、ずっと,zǒngshì,副
1,2,走,歩く、移動する,zǒu,動
1,2,最,最も、一番,zuì,副
1,3,最近,最近、近頃,zuìjìn,名
1,1,坐,坐る,zuò,動
1,1,做,作る、（仕事などを）する,zuò,動
1,2,左边,左（の方）,zuǒbian,名
1,1,昨天,昨日,zuótiān,名
1,3,作业,宿題,zuòyè,名
1,3,作用,作用、役割、働き；作用する,zuòyòng,名
